Title;;;Keywords;;;Abstract;;;Type
Multimodal Machine Learning: A Survey and Taxonomy;;;Speech recognition Visualization Media Speech Multimedia communication Streaming media Hidden Markov models;;;Our experience of the world is multimodal - we see objects, hear sounds, feel texture, smell odors, and taste flavors. Modality refers to the way in which something happens or is experienced and a research problem is characterized as multimodal when it includes multiple such modalities. In order for Artificial Intelligence to make progress in understanding the world around us, it needs to be able to interpret such multimodal signals together. Multimodal machine learning aims to build models that can process and relate information from multiple modalities. It is a vibrant multi-disciplinary field of increasing importance and with extraordinary potential. Instead of focusing on specific multimodal applications, this paper surveys the recent advances in multimodal machine learning itself and presents them in a common taxonomy. We go beyond the typical early and late fusion categorization and identify broader challenges that are faced by multimodal machine learning, namely: representation, translation, alignment, fusion, and co-learning. This new taxonomy will enable researchers to better understand the state of the field and identify directions for future research.;;;C
Challenges of Sentiment Analysis for Dynamic Events;;;Sentiment analysis Twitter Social network services Tagging Artificial intelligence;;;Efforts to assess people's sentiments on Twitter have suggested that Twitter could be a valuable resource for studying political sentiment and that it reflects the offline political landscape. Many opinion mining systems and tools provide users with people's attitudes toward products, people, or topics and their attributes/aspects. However, although it may appear simple, using sentiment analysis to predict election results is difficult, since it is empirically challenging to train a successful model to conduct sentiment analysis on tweet streams for a dynamic event such as an election. This article highlights some of the challenges related to sentiment analysis encountered during monitoring of the presidential election using Kno.e.sis's Twitris system.;;;C
Bi-modal emotion recognition from expressive face and body gestures;;;Bi-modal emotion recognition Facial expression Expressive body gestures Feature-level fusion Decision-level fusion;;;Psychological research findings suggest that humans rely on the combined visual channels of face and body more than any other channel when they make judgments about human communicative behavior. However, most of the existing systems attempting to analyze the human nonverbal behavior are mono-modal and focus only on the face. Research that aims to integrate gestures as an expression mean has only recently emerged. Accordingly, this paper presents an approach to automatic visual recognition of expressive face and upper-body gestures from video sequences suitable for use in a vision-based affective multi-modal framework. Face and body movements are captured simultaneously using two separate cameras. For each video sequence single expressive frames both from face and body are selected manually for analysis and recognition of emotions. Firstly, individual classifiers are trained from individual modalities. Secondly, we fuse facial expression and affective body gesture information at the feature and at the decision level. In the experiments performed, the emotion classification using the two modalities achieved a better recognition accuracy outperforming classification using the individual facial or bodily modality alone.;;;C
Towards an intelligent framework for multimodal affective data analysis;;;Multimodal sentiment analysis Facial expressions Speech Text Emotion analysis Affective computing;;;An increasingly large amount of multimodal content is posted on social media websites such as YouTube and Facebook everyday. In order to cope with the growth of such so much multimodal data, there is an urgent need to develop an intelligent multi-modal analysis framework that can effectively extract information from multiple modalities. In this paper, we propose a novel multimodal information extraction agent, which infers and aggregates the semantic and affective information associated with user-generated multimodal data in contexts such as e-learning, e-health, automatic video content tagging and human–computer interaction. In particular, the developed intelligent agent adopts an ensemble feature extraction approach by exploiting the joint use of tri-modal (text, audio and video) features to enhance the multimodal information extraction process. In preliminary experiments using the eNTERFACE dataset, our proposed multi-modal system is shown to achieve an accuracy of 87.95%, outperforming the best state-of-the-art system by more than 10%, or in relative terms, a 56% reduction in error rate.;;;C
Automatic prediction of frustration;;;Affective Learning Companion Intelligent Tutoring System Learner state assessment Affect recognition;;;Predicting when a person might be frustrated can provide an intelligent system with important information about when to initiate interaction. For example, an automated Learning Companion or Intelligent Tutoring System might use this information to intervene, providing support to the learner who is likely to otherwise quit, while leaving engaged learners free to discover things without interruption. This paper presents the first automated method that assesses, using multiple channels of affect-related information, whether a learner is about to click on a button saying “I’m frustrated.” The new method was tested on data gathered from 24 participants using an automated Learning Companion. Their indication of frustration was automatically predicted from the collected data with 79% accuracy (chance=58%). The new assessment method is based on Gaussian process classification and Bayesian inference. Its performance suggests that non-verbal channels carrying affective cues can help provide important information to a system for formulating a more intelligent response.;;;C
Multimodal sentiment analysis using hierarchical fusion with context modeling;;;Multimodal fusion mechanism Sentiment analysis Context modeling;;;Multimodal sentiment analysis is a very actively growing field of research. A promising area of opportunity in this field is to improve the multimodal fusion mechanism. We present a novel feature fusion strategy that proceeds in a hierarchical fashion, first fusing the modalities two in two and only then fusing all three modalities. On multimodal sentiment analysis of individual utterances, our strategy outperforms conventional concatenation of features by 1%, which amounts to 5% reduction in error rate. On utterance-level multimodal sentiment analysis of multi-utterance video clips, for which current state-of-the-art techniques incorporate contextual information from other utterances of the same clip, our hierarchical fusion gives up to 2.4% (almost 10% error rate reduction) over currently used concatenation. The implementation of our method is publicly available in the form of open-source code.;;;C
A multimodal alignment framework for spoken documents;;;Multimodal alignment framework Multimedia document browsing;;;We present a multimodal document alignment framework, which highlights existing alignment relationships between documents that are discussed and recorded during multimedia events such as meetings. These relationships that should help indexing the archives of these events are detected using various techniques from natural language processing and information retrieval. The main alignment strategies studied are based on thematic, quotation and reference relationships. At the analysis level, the alignment framework was applied at several levels of granularity of documents, requiring specific document segmentation techniques. Our framework that is language independent was evaluated on corpora in French and English, including meetings and scientific presentations. The satisfactory evaluation results obtained at several stages show the importance of our approach in bridging the gap between meeting documents, independently from the language and domain. They highlight also the utility of the multimodal alignment in advanced applications, e.g. multimedia document browsing, content-based / temporal-based searching, etc.;;;C
Deep learning-based late fusion of multimodal information for emotion classification of music video;;;Deep learning-based Multimodal information Affective computing;;;Affective computing is an emerging area of research that aims to enable intelligent systems to recognize, feel, infer and interpret human emotions. The widely spread online and off-line music videos are one of the rich sources of human emotion analysis because it integrates the composer’s internal feeling through song lyrics, musical instruments performance and visual expression. In general, the metadata which music video customers to choose a product includes high-level semantics like emotion so that automatic emotion analysis might be necessary. In this research area, however, the lack of a labeled dataset is a major problem. Therefore, we first construct a balanced music video emotion dataset including diversity of territory, language, culture and musical instruments. We test this dataset over four unimodal and four multimodal convolutional neural networks (CNN) of music and video. First, we separately fine-tuned each pre-trained unimodal CNN and test the performance on unseen data. In addition, we train a 1-dimensional CNN-based music emotion classifier with raw waveform input. The comparative analysis of each unimodal classifier over various optimizers is made to find the best model that can be integrate into a multimodal structure. The best unimodal modality is integrated with corresponding music and video network features for multimodal classifier. The multimodal structure integrates whole music video features and makes final classification with the SoftMax classifier by a late feature fusion strategy. All possible multimodal structures are also combined into one predictive model to get the overall prediction. All the proposed multimodal structure uses cross-validation to overcome the data scarcity problem (overfitting) at the decision level. The evaluation results using various metrics show a boost in the performance of the multimodal architectures compared to each unimodal emotion classifier. The predictive model by integration of all multimodal structure achieves 88.56% in accuracy, 0.88 in f1-score, and 0.987 in area under the curve (AUC) score. The result suggests human high-level emotions are automatically well classified in the proposed CNN-based multimodal networks, even though a small amount of labeled data samples is available for training.;;;C
A review of affective computing: From unimodal analysis to multimodal fusion;;;Affective computing Sentiment analysis Multimodal affect analysis Multimodal fusion Audio visual Text information fusion;;;Affective computing is an emerging interdisciplinary research field bringing together researchers and practitioners from various fields, ranging from artificial intelligence, natural language processing, to cognitive and social sciences. With the proliferation of videos posted online (e.g., on YouTube, Facebook, Twitter) for product reviews, movie reviews, political views, and more, affective computing research has increasingly evolved from conventional unimodal analysis to more complex forms of multimodal analysis. This is the primary motivation behind our first of its kind, comprehensive literature review of the diverse field of affective computing. Furthermore, existing literature surveys lack a detailed discussion of state of the art in multimodal affect analysis frameworks, which this review aims to address. Multimodality is defined by the presence of more than one modality or channel, e.g., visual, audio, text, gestures, and eye gage. In this paper, we focus mainly on the use of audio, visual and text information for multimodal affect analysis, since around 90% of the relevant literature appears to cover these three modalities. Following an overview of different techniques for unimodal affect analysis, we outline existing methods for fusing information from different modalities. As part of this review, we carry out an extensive study of different categories of state-of-the-art fusion techniques, followed by a critical analysis of potential performance improvements with multimodal analysis compared to unimodal analysis. A comprehensive overview of these two complementary fields aims to form the building blocks for readers, to better understand this challenging and exciting research field.;;;C
Fusing audio, visual and textual clues for sentiment analysis from multimodal content;;;Multimodal fusion Big social data analysis Opinion mining Multimodal sentiment analysis Sentic computing;;;A huge number of videos are posted every day on social media platforms such as Facebook and YouTube. This makes the Internet an unlimited source of information. In the coming decades, coping with such information and mining useful knowledge from it will be an increasingly difficult task. In this paper, we propose a novel methodology for multimodal sentiment analysis, which consists in harvesting sentiments from Web videos by demonstrating a model that uses audio, visual and textual modalities as sources of information. We used both feature- and decision-level fusion methods to merge affective information extracted from multiple modalities. A thorough comparison with existing works in this area is carried out throughout the paper, which demonstrates the novelty of our approach. Preliminary comparative experiments with the YouTube dataset show that the proposed multimodal system achieves an accuracy of nearly 80%, outperforming all state-of-the-art systems by more than 20%.;;;C
Brain-computer interaction research at the computer vision and multimedia laboratory, University of Geneva;;;Brain computer interfaces Computer vision Laboratories Electroencephalography Application software Iterative methods Noise robustness Stochastic resonance Brain modeling Statistics;;;This paper describes the work being conducted in the domain of brain-computer interaction (BCI) at the Multimodal Interaction Group, Computer Vision and Multimedia Laboratory, University of Geneva, Geneva, Switzerland. The application focus of this work is on multimodal interaction rather than on rehabilitation, that is how to augment classical interaction by means of physiological measurements. Three main research topics are addressed. The first one concerns the more general problem of brain source activity recognition from EEGs. In contrast with classical deterministic approaches, we studied iterative robust stochastic based reconstruction procedures modeling source and noise statistics, to overcome known limitations of current techniques. We also developed procedures for optimal electroencephalogram (EEG) sensor system design in terms of placement and number of electrodes. The second topic is the study of BCI protocols and performance from an information-theoretic point of view. Various information rate measurements have been compared for assessing BCI abilities. The third research topic concerns the use of EEG and other physiological signals for assessing a user's emotional status.;;;C
Multimodal subspace support vector data description;;;Feature transformation Multimodal data One-class classification Support vector data description Subspace learning;;;In this paper, we propose a novel method for projecting data from multiple modalities to a new subspace optimized for one-class classification. The proposed method iteratively transforms the data from the original feature space of each modality to a new common feature space along with finding a joint compact description of data coming from all the modalities. For data in each modality, we define a separate transformation to map the data from the corresponding feature space to the new optimized subspace by exploiting the available information from the class of interest only. We also propose different regularization strategies for the proposed method and provide both linear and non-linear formulations. The proposed Multimodal Subspace Support Vector Data Description outperforms all the competing methods using data from a single modality or fusing data from all modalities in four out of five datasets.;;;C
Natural language based financial forecasting: a survey;;;Natural language processing Computational linguistics Pragmatic research perspective;;;Natural language processing (NLP), or the pragmatic research perspective of computational linguistics, has become increasingly powerful due to data availability and various techniques developed in the past decade. This increasing capability makes it possible to capture sentiments more accurately and semantics in a more nuanced way. Naturally, many applications are starting to seek improvements by adopting cutting-edge NLP techniques. Financial forecasting is no exception. As a result, articles that leverage NLP techniques to predict financial markets are fast accumulating, gradually establishing the research field of natural language based financial forecasting (NLFF), or from the application perspective, stock market prediction. This review article clarifies the scope of NLFF research by ordering and structuring techniques and applications from related work. The survey also aims to increase the understanding of progress and hotspots in NLFF, and bring about discussions across many different disciplines.;;;C
Multimodal Sentiment Intensity Analysis in Videos: Facial Gestures and Verbal Messages;;;Feature extraction Videos Sentiment analysis Visualization Motion pictures YouTube Information exchange;;;People share their opinions, stories, and reviews through online video sharing websites every day. The automatic analysis of these online opinion videos is bringing new or understudied research challenges to the field of computational linguistics and multimodal analysis. Among these challenges is the fundamental question of exploiting the dynamics between visual gestures and verbal messages to be able to better model sentiment. This article addresses this question in four ways: introducing the first multimodal dataset with opinion-level sentiment intensity annotations; studying the prototypical interaction patterns between facial gestures and spoken words when inferring sentiment intensity; proposing a new computational representation, called multimodal dictionary, based on a language-gesture study; and evaluating the authors' proposed approach in a speaker-independent paradigm for sentiment intensity prediction. The authors' study identifies four interaction types between facial gestures and verbal content: neutral, emphasizer, positive, and negative interactions. Experiments show statistically significant improvement when using multimodal dictionary representation over the conventional early fusion representation (that is, feature concatenation).;;;C
Multicentric infantile myofibromatosis with extensive involvement limited to bone;;;Infantile myofibromatosis Tumors Nodules Osteolytic Diagnostic;;;Infantile myofibromatosis (IM) is the most common benign fibrous tumor of infancy, characterized by the development of single or multiple nodules in the skin, soft tissues, bone, and/or viscera. Multicentric forms are less frequent and can affect different tissues simultaneously and their prognosis depends on their extension and visceral involvement. Rarely, these forms are limited to the skeleton, in which case the absence of extraosseous lesions makes it difficult to suspect this entity. We present the case of an infant with multiple radiolucent lesions involving the skull, ribs, spine, and long bones, discovered in a radiological study performed after a minor trauma. A broad differential diagnosis was considered based on the osteolytic and polyostotic nature of the lesions on imaging studies. This report details and illustrates the typical radiological findings in bony involvement of IM, which suggest this disorder over other diagnostic options.;;;M
Pediatric Fibroblastic and Myofibroblastic Tumors: A Pictorial Review;;;Myofibroblastic tumors Neoplasms Radiologic assessment Intramuscular lesions ;;;Pediatric fibroblastic and myofibroblastic tumors are a relatively common group of soft-tissue proliferations that are associated with a wide spectrum of clinical behavior. These tumors have been divided into the following categories on the basis of their biologic behavior: benign (eg, myositis ossificans, myofibroma, fibromatosis colli), intermediate–locally aggressive (eg, lipofibromatosis, desmoid fibroma), intermediate–rarely metastasizing (eg, inflammatory myofibroblastic tumors, infantile fibrosarcoma, low-grade myofibroblastic sarcoma), and malignant (eg, fibromyxoid sarcoma, adult fibrosarcoma). Imaging has a key role in the evaluation of lesion origin, extent, and involvement with adjacent structures, and in the treatment management and postresection surveillance of these tumors. The imaging findings of these tumors are often nonspecific. However, certain imaging features, such as low or intermediate signal intensity on T2-weighted magnetic resonance images and extension along fascial planes, support the diagnosis of a fibroblastic or myofibroblastic tumor. In addition, certain tumors have characteristic imaging findings (eg, multiple subcutaneous or intramuscular lesions in infantile myofibromatosis, plaquelike growth pattern of Gardner fibroma, presence of adipose tissue in lipofibromatosis) or characteristic clinical manifestations (eg, great toe malformations in fibrodysplasia ossificans fibroma, neonatal torticollis in fibromatosis colli) that suggest the correct diagnosis. Knowledge of the syndrome associations of some of these tumors—for example, the association between familial adenomatous polyposis syndrome and both Gardner fibroma and desmoid fibromatosis, and that between nevoid basal cell carcinoma syndrome and cardiac fibroma—further facilitate a diagnosis. The recognition of key imaging findings can help guide treatment management and help avoid unnecessary intervention in cases of benign lesions such as myositis ossificans and fibromatosis colli. In this article, we describe the various types of fibroblastic and myofibroblastic tumors in children and the characteristic clinical manifestations, imaging features, and growth patterns of these neoplasms—all of which aid in the appropriate radiologic assessment and management of these lesions.;;;M
Infantile myofibromatosis: A series of 28 cases;;;good prognosis infantile myofibromatosis long-term follow-up pediatrics systemic complications tumoral lesions;;;IM was more frequent in boys (60.8%). Skin lesions were congenital in 64.3% of cases. The solitary form accounted for 50% of cases. Most nodules were painless, arising in cutaneous or subcutaneous tissue. The multicentric form accounted for 39% of cases; the skin, subcutaneous tissue, or muscle was involved in 97.8% of cases, and the bones in 50% of cases. The generalized form had a mortality rate of 33% (one-third of cases). Multicentric and generalized forms regressed spontaneously; severe local complications were observed, and late recurrent nodules developed in a few cases.;;;M
Soft Tissue Tumors in First Year of Life: A Report of 190 Cases;;;soft tissue neoplasms hemangioendothelioma congenital tumors fibromatosis rhabdomyosarcoma;;;A comprehensive review of soft tissue tumors in children and adolescents disclosed the presence of 190 neoplasms in 183 patients, which were diagnosed in infants between birth and 12 months of age; these infants represented approximately 20% of our entire pediatric soft tissue tumor series. In excess of 75% of cases were pathologically benign with the hemangioendothelioma, lymphangioma, and fibromatosis-myofibromatosis constituting the majority of cases in this category. Fibrous histiocytoma and lipoblastoma were the other two benign entities. Congenital-infantile fibrosarcoma was considered a borderline tumor because of its infrequently manifested potential for metastasis; none of the 13 cases in the present study behaved in a malignant fashion. Embryonal rhabdomyosarcoma and peripheral primitive neuroectodermal tumor were the two principal types (17 of 27 cases) of malignant soft tissue tumors. In contrast to soft tissue tumors in the first two decades, those in the first year of life were more often benign despite their cellularity and presence of mitotic activity. Fibroblastic-myofibroblastic tumors were more frequent in this young age group, whereas neurogenic and myogenic tumors were relatively more common in children older than 1 year of age. The trunk and head and neck region were the preferred topographic sites rather than the extremities, which was the case in children beyond the first year of life.;;;M
Risk-adapted therapy for infantile myofibromatosis in children;;;Infantile myofibromatosis Tumors arising skin Subcutaneous tissue;;;Infantile myofibromatosis is characterized by proliferation of benign fibrous tumors arising in skin, subcutaneous tissue, muscle, or bone. Solitary and multicentric forms are described. Few reports are available in the pediatric population. To improve the knowledge of this rare tumor in infants, the authors present a series of all cases of infantile myofibromatosis treated in their institution over a 9-year period in order to propose treatment guidelines based on their experience and a review of the literature.;;;M
A Rare Case of Infantile Myofibromatosis Presenting to the Emergency Department as Undiagnosed Long Bone Fractures;;;Mesenchymal tumors Infantile Myofibromatosis Emergency department;;;Infantile myofibromatosis is a disorder of mesenchymal tumors that usually presents within the first 2 years of life. Most patients initially present because of the presence of visible or palpable subcutaneous tumors. We report a case of a fussy 5-week-old infant who presented to an emergency department with bilateral femur fractures initially thought to be due to nonaccidental trauma or a metabolic bone disorder. She was ultimately diagnosed after admission with infantile myofibromatosis after taking an extensive family history and after further laboratory and radiologic evaluation. There are no previously published cases of undiagnosed infantile myofibromatosis presenting to the emergency department, especially with multiple long bone fractures.;;;M
Multiple Bone Lesions in an 8-Month-Old Child Presenting with Pathologic Fracture.;;;Multiple Bone Lesions Appendicular skeleton Pathologic fracture;;;An otherwise healthy 8-month-old boy presented with a pathologic fracture of the distal aspect of the radius. Further work-up demonstrated widespread osseous lesions of the axial and the appendicular skeleton with no soft-tissue or visceral involvement. Infantile myofibromatosis has a spectrum of severity that demands a careful and complete work-up. In rare cases such as the present one, it can manifest as multiple osseous lesions. The patient in the present case was managed conservatively, with no morbidity demonstrated at 1 year of follow-up.;;;M
Multicentric infantile myofibromatosis: a rare disorder of the calvarium;;;Mesenchymal disorder Multicentric infantile myofibromatosis;;;Infantile myofibromatosis is a rare mesenchymal disorder that occurs predominantly in infancy and early childhood, in either solitary or multicentric form. It can affect soft tissue, muscle, skeleton, and occasionally, visceral organs. Infantile myofibromatosis without visceral involvement frequently undergoes spontaneous regression. Multicentric infantile myofibromatosis with involvement exclusively of the calvarium is extremely rare.;;;M
Myofibromatosis: imaging characteristics;;;Infantile myofibromatosis Peripheral enhancement Gadolinium administration;;;Infantile myofibromatosis is the most common fibrous tumor of infancy. It can involve the skin, muscle, bone, and viscera. This uncommon entity is subdivided into solitary and multicentric forms, with or without visceral involvement. Objective: To describe the imaging characteristics of extracranial myofibromatosis. Materials and methods: Six infants, aged 1 day–1 week, were evaluated by imaging. All six patients had evaluation of one of the masses by US; four patients had CT evaluation of at least one of the masses; and five patients had evaluation by MRI. Results: The US appearance of the myofibromas included a mass with a purely anechoic center with a thick wall, a mass with a partially anechoic center, and a mass without anechoic components. On enhanced CT, the masses had lower or similar attenuation compared to adjacent muscle, with some masses exhibiting peripheral enhancement. The MR appearance consisted of low signal on T1-weighted imaging. On T2-weighted imaging, two had low signal of the center and the other three had high signal. All masses showed peripheral enhancement after gadolinium administration. Conclusions: Myofibromas have variable appearance on US, with a mass with an anechoic center being the most common feature. On CT, the mass can exhibit peripheral enhancement, calcifications, and erosion of adjacent bone. The MR appearance consisted of low signal on T1-weighted imaging and high or low signal of the center on T2-weighted imaging. All masses showed peripheral enhancement after gadolinium administration.;;;M
Infantile myofibromatosis: The most common fibrous tumor of infancy;;;Infantile myofibromatosis congenital generalized fibromatosis;;;We describe the clinical courses of four infants with infantile myofibromatosis (IM). This entity is a mesenchymal disorder of early infancy characterized by the formation of tumors in skin, muscle, viscera, bone, and subcutaneous tissues. Previously known as congenital generalized fibromatosis, IM was formerly thought to be a rare condition that was frequently fatal. The majority of the 170 affected patients we describe have been diagnosed since 1980. Furthermore, the mortality rate for these patients is <15%. Our review includes the clinical manifestations, as well as histopathologic features, and discusses the prognosis in affected infants. We found that infants with solitary lesions or multiple lesions without visceral involvement generally have a benign course. However, in patients with the multicentric form of the disorder and visceral involvement, 73% have died. Because the lesions may not be easily discernible and most spontaneously resolve, the condition is underdiagnosed and underreported. IM is the most common fibrous tumor of infancy and must be considered when evaluating children who present with either solitary or multiple tumors, particularly during the neonatal period.;;;M
Mutations in PDGFRB Cause Autosomal-Dominant Infantile Myofibromatosis;;;Infantile myofibromatosis Mesenchymal proliferation Autosomal-Dominant;;;Infantile myofibromatosis (IM) is a disorder of mesenchymal proliferation characterized by the development of nonmetastasizing tumors in the skin, muscle, bone, and viscera. Occurrence within families across multiple generations is suggestive of an autosomal-dominant (AD) inheritance pattern, but autosomal-recessive (AR) modes of inheritance have also been proposed. We performed whole-exome sequencing (WES) in members of nine unrelated families clinically diagnosed with AD IM to identify the genetic origin of the disorder. In eight of the families, we identified one of two disease-causing mutations, c.1978C>A (p.Pro660Thr) and c.1681C>T (p.Arg561Cys), in PDGFRB. Intriguingly, one family did not have either of these PDGFRB mutations but all affected individuals had a c.4556T>C (p.Leu1519Pro) mutation in NOTCH3. Our studies suggest that mutations in PDGFRB are a cause of IM and highlight NOTCH3 as a candidate gene. Further studies of the crosstalk between PDGFRB and NOTCH pathways may offer new opportunities to identify mutations in other genes that result in IM and is a necessary first step toward understanding the mechanisms of both tumor growth and regression and its targeted treatment.;;;M
Recurrent SRF-RELA Fusions Define a Novel Subset of Cellular Myofibroma/Myopericytoma;;;Cellular myofibroblastic tumor Cellular Myofibroma Myopericytomas;;;Cellular myofibroblastic tumors other than desmoid-type fibromatosis are often diagnostically challenging due to their relative rarity, lack of known genetic abnormalities, and expression of muscle markers which may be confused with sarcomas with myogenic differentiation. In this study we investigate the molecular alterations of a group of cellular myofibroblastic lesions with in the myofibroma and myopericytoma spectrum for better subclassification. Two index cases were studied by paired-end RNA sequencing for potential fusion gene discovery. One chest wall soft tissue tumor in a 3-month-old girl case showed a SRF-C3orf62 fusion, while the other, a forearm lesion in an 8-year-old girl, showed a SRF-RELA fusion. Further screening of 42 cellular examples of myofibroma/myopericytoma by fluorescence in situ hybridization identified additional 8 cases with recurrent SRF gene rearrangements, 6 of them showing identical SRF-RELA fusions. The cohort was composed of 7 females and 3 males, with a wide age range of 3 months to 63 years (mean=17). All tumors showed a densely packed growth of oval to spindle cells with fibrillary eosinophilic cytoplasm, arranged either in intersecting fascicles or with a distinct nested pattern around a rich vascular network. Despite the dense cellularity and variable mitotic activity none of the lesions displayed nuclear pleomorphism or necrosis. All tumors showed coexpression for SMA and desmin, in most cases with a strong and diffuse pattern of staining, while myogenin was consistently negative. No distant metastases were seen in the few cases with follow-up information. A control group of 34 well-characterized myofibroblastic and perivascular tumors, including 10 typical myofibromas and 3 myopericytomas, were also investigated for SRF gene abnormalities by fluorescence in situ hybridization and were negative. In summary, we report a subset of cellular variants of myofibroma and myopericytoma showing a smooth muscle-like immunophenotype and harboring recurrent SRF-RELA gene fusions, which mimic sarcomas with myogenic differentiation.;;;M
Diagnostic limitations and considerations in the imaging evaluation of advanced multicentric infantile myofibromatosis;;;Infantile myofibromatosis Pulmonary hypertension Bowel obstruction Soft tissue tumors;;;Infantile myofibromatosis, the most common fibrous tumor of infancy, is classified in 2 forms; as a solitary nodule or as numerous, widely-distributed multicentric lesions with or without visceral involvement. Although benign, multicentric myofibromas are still associated with a high incidence of morbidity and mortality due to the infiltration of critical structures. Herein, we present a case of an infant with aggressive PDGFRB and NOTCH3 mutation-negative myofibromas distributed throughout the vascular, respiratory, and gastrointestinal systems. The extensive disease resulted in pulmonary hypertension, respiratory failure and gastrointestinal obstruction refractory to chemotherapy and unamenable to surgical resection. Despite the presence of numerous highly invasive myofibromas, multiple imaging modalities largely underestimated, or even missed, tumors found at autopsy. This case demonstrates the limitations of radiographic imaging to assess disease burden in multicentric infantile myofibromatosis. The postmortem findings of extensive disease far exceeding what was demonstrated by multiple imaging modalities suggests that pediatricians should have a high index of suspicion for undetected tumors if clinical deterioration is otherwise unexplained.;;;M
A RARE CASE OF NEONATAL-ONSET INFANTILE MYOFIBROMATOSIS WITH METASTATIC RECURRENCE IN ADULTHOOD;;;infantile myofibromatosis recurrence visceral involvement metastasis;;;Infantile myofibromatosis (IM) is a rare mesenchymal disorder, typically observed during infancy and characterized by the development of myofibroblastic tumors within skin, muscle, bone or viscera. In most cases, spontaneous regression of the lesions occurs before the age of four, however therapeutic tools such as surgery and chemotherapy sometimes need to be implemented. Metastatic recurrence of this condition is very rare. We report the case of a newborn infant with multicentric IM involving the skin, intestinal tract and bone, who required long-term symptomatic treatment. Spontaneous regression was noticed at the age of four but twenty years later she presented with a complete spontaneous right pneumothorax revealing cystic pulmonary metastases of IM. There have been very few reports of metastatic recurrence of IM in adulthood and this unique presentation underlines the need for long-term follow-up of these patients to detect and prevent possible complications.;;;M
More than Just Langerhans Cell Histiocytosis: A Radiologic Review of Histiocytic Disorders;;;Langerhans Cell Histiocytosis Magnetic resonance imaging Ultrasonography;;;Although Langerhans cell histiocytosis (LCH) is a familiar entity to most radiologists and to pediatric radiologists in particular, it is but one of a group of disorders caused by the overproduction of histiocytes, a subtype of white blood cells. Other less familiar diseases in this category are Erdheim-Chester disease (ECD), juvenile xanthogranuloma (JXG), Rosai-Dorfman disease (RDD), and hemophagocytic lymphohistiocytosis (HLH). This review describes the classification system, clinical manifestations, and pathophysiology of each disease, with particular attention to differential radiographic findings, including typical locations of involvement and varying appearances at radiography, computed tomography, magnetic resonance imaging, ultrasonography, and nuclear medicine imaging. Although LCH has a wide variety of manifestations and appearances, classic imaging findings include vertebra plana, skull lesions with a beveled edge, the “floating tooth” sign, bizarre lung cysts, and an absent posterior pituitary bright spot with infundibular thickening. The classic imaging findings of ECD are a perirenal rind of soft tissue and patchy long bone osteosclerosis. RDD has more nonspecific imaging findings, including lymphadenopathy (most commonly cervical) and intracranial lesions. Imaging findings in HLH are broad, with the most common abnormalities being hepatosplenomegaly, cerebral volume loss, and periventricular white matter abnormalities. JXG can manifest at imaging, but radiology does not play a major role in diagnosis. Familiarity with these disorders and their associated imaging findings facilitates correct and timely diagnosis. Imaging also features prominently in the assessment of treatment response.;;;M
Metastatic Dissemination of a Neuroblastoma;;;bone metastasis neuroblastoma computed tomography abdominal tumor periorbital ecchymosis;;;A 4-year-old boy presented with a history of proptosis, periorbital ecchymosis (“raccoon eyes”), weight loss, headache, and vomiting for 2 months. On clinical examination, he presented with periorbital ecchymosis, subconjunctival hemorrhage (Figure 1), proptosis, and stiff neck. No other abnormality was found. The findings of a lumbar puncture were normal. Laboratory tests showed anemia and elevated alkaline phosphatase, phosphorus, and lactate dehydrogenase levels. Computed tomography (CT) of the brain showed a lobulated periorbital mass involving the roof and lateral wall of the left orbit, and “hair-on-end” spiculated periostitis of the orbits, sphenoid wings, and skull associated with bone destruction and irregular sutural diastasis (Figure 2; available at www.jpeds.com). These findings were suggestive of neuroblastoma metastasis. Contrast-enhanced CT of the abdomen revealed a well-defined heterogeneous mass in the right suprarenal region, 9 × 7.7 cm in size, with areas of calcification and enlarged para-aortic lymph nodes (Figure 3). Chest CT was normal. Biopsy of the retroperitoneal mass demonstrated neuroblastoma. The final diagnosis was neuroblastoma with diffuse bone marrow infiltration.;;;M
Medial patellofemoral ligament MRI abnormalities in the setting of MCL injuries: are they clinically relevant?;;;Medial patellofemoral superficial medial collateral ligament;;;One hundred patients with MCL injury were identified. These included 37 grade I sprains, 33 partial tears, 20 high-grade partial tears, and 10 full thickness tears. Abnormal edema was present at the femoral attachment of the tMPFL in 83%. The odMPFL was abnormal in 90%, most commonly involving the femoral third. No patients had imaging evidence of concurrent lateral patellar dislocation on the initial MRI study. No patients had documented patellofemoral instability at the time of original injury or upon follow-up. No patients required MPFL reconstruction.;;;M
Anatomical Reconstruction of the Medial Collateral Ligament and Posteromedial Corner of the Knee in Patients With Chronic Medial Collateral Ligament Instability;;;Severe medial collateral ligament Anatomical Reconstruction;;;From July 2002 to December 2005, 61 patients with grade 3 or 4 medial instability were treated with MCL reconstruction. Median age was 33 years (range, 14–62). Thirteen underwent isolated MCL reconstructions, 34 had combined MCL and anterior cruciate ligament (ACL) reconstruction, and 14 had multiple ligament reconstructions. All patients had reconstruction of the medial collateral and the posteromedial complex using ipsilateral semitendinosus autografts. Fifty patients were available for follow-up more than 24 months postoperatively and were examined by an independent observer using objective International Knee Documentation Committee (IKDC) measures and subjective Knee Injury and Osteoarthritis Outcome Score (KOOS).;;;M
